caso_id,bloque,token_propuesto,valor_esperado,base,solapa,clave,columna,operacion,estado,nota
V-40,agregado_semana_jm,ecv_insc_digital,960,rdv,RVD JM-CM - ES,idem V-38,RRSS,SUMA,exacto,confirma V-09: es RRSS
V-41,agregado_semana_jm,ecv_insc_cc,272,rdv,RVD JM-CM - ES,idem V-38,Call Center,SUMA,exacto,
V-42,agregado_semana_jm,ecv_insc_ivr,43,rdv,RVD JM-CM - ES,idem V-38,IVR,SUMA,exacto,
V-43,agregado_semana_jm,ecv_asistentes,497,rdv,RVD JM-CM - ES,idem V-38,Asistentes,SUMA,exacto,
V-44,agregado_semana_jm,ecv_encuentros,5,rdv,RVD JM-CM - ES,idem V-38,-,CUENTA,exacto,San Cristóbal 23/07 + Retiro 24/07 + Villa Urquiza 27/07 + Belgrano 28/07 + Caballito 29/07
V-45,agregado_semana_jm,identidad_canales,2445,rdv,RVD JM-CM - ES,idem V-38,Mail+CC+IVR+RRSS+Difusión,SUMA,exacto,cierra al peso contra Inscriptos; vale también por fila
V-46,ecv_caballito_2907,ecv_inscriptos,112,rdv,RVD JM-CM - ES,Figura=Jorge Macri; FECHA=2026-07-29,Inscriptos,VALOR,exacto,publicado en el deck del 07/08; el dato existía en RDV desde el 29/07
V-47,ecv_caballito_2907,ecv_asistentes,12,rdv,RVD JM-CM - ES,idem V-46,Asistentes,VALOR,exacto,ídem
V-48,ecv_caballito_2907,ecv_insc_digital,112,rdv,RVD JM-CM - ES,idem V-46,RRSS,VALOR,exacto,"100% RRSS: mail 0, cc 0, ivr 0"
V-49,ministros_semana_0608,emin_encuentros,8,rdv,RVD JM-CM - ES + RDV_otros_ministros,unión de las dos solapas; ventana 31/07-06/08; excluye Figura=Jorge Macri,-,CUENTA,exacto,REGLA VALIDADA: la cascada entre las dos solapas es necesaria. Sabor (03/08) está sólo en la ancla.
V-50,ministros_semana_0608,emin_inscriptos_szinny_0508,119,rdv,RDV_otros_ministros,funcionario=Sanchez Zinny; fecha=2026-08-05,Inscriptos,VALOR,exacto,la ancla dice 'en agenda' y esta solapa 'Realizada' con datos: primer caso real de DISENO §5bis regla 5
V-51,ministros_semana_0608,emin_asistentes_szinny_0508,43,rdv,RDV_otros_ministros,idem V-50,Asistentes,VALOR,exacto,
V-52,ministros_semana_0608,emin_inscriptos_szinny_0108,85,rdv,RDV_otros_ministros,funcionario=Sanchez Zinny; fecha=2026-08-01,Inscriptos,VALOR,exacto,
V-53,resumen_ejecutivo_jm,mail_envios,8,digital,Directa Mail,Mail remitente=jorge.macri@buenosaires.gob.ar; ventana 24/07-31/07,-,CUENTA,exacto,"VERIFICA R-15 fila Mail contra valores publicados (antes sólo se había verificado la partición de filas, 07/08). Retira X-06..X-09."
V-54,resumen_ejecutivo_jm,mail_entregados,831604,digital,Directa Mail,idem V-53,Entregados,SUMA,exacto,
V-55,resumen_ejecutivo_jm,mail_aperturas,196573,digital,Directa Mail,idem V-53,Aperturas,SUMA,exacto,24% sobre entregados
V-56,resumen_ejecutivo_gcba,gcba_mail_envios,91,digital,Directa Mail,COMPLEMENTO de V-53 (todo lo que NO es jorge.macri) en la misma ventana,-,CUENTA,exacto,complemento exacto: 8 JM + 91 GCBA = 99 filas de la ventana. Verifica R-15 consecuencia 1
V-57,resumen_ejecutivo_gcba,gcba_mail_entregados,3477476,digital,Directa Mail,idem V-56,Entregados,SUMA,exacto,
V-58,resumen_ejecutivo_gcba,gcba_mail_aperturas,986057,digital,Directa Mail,idem V-56,Aperturas,SUMA,exacto,28% sobre entregados
V-59,resumen_ejecutivo_gcba,gcba_imp_total,116016433,deriva,-,gcba_imp_meta+gcba_imp_google+gcba_imp_prog,-,SUMA,exacto,26.263.598+10.218.896+79.533.939
V-60,resumen_ejecutivo_gcba,gcba_contenidos_total,263,deriva,-,suma de las tres de pauta,-,SUMA,exacto,73+87+103
V-61,resumen_ejecutivo_gcba,gcba_sms_envios,1,digital,Directa SMS,ventana 24/07-31/07,-,CUENTA,exacto,sin corte por figura: R-15 ya declara que SMS no tiene columna y va entero a GCBA
V-62,resumen_ejecutivo_gcba,gcba_sms_entregados,51706,digital,Directa SMS,idem V-61,Entregados,SUMA,exacto,
V-63,resumen_ejecutivo_gcba,gcba_sms_clics,1076,digital,Directa SMS,idem V-61,Clics,SUMA,exacto,2% sobre entregados
V-64,resumen_ejecutivo_jm,cc_base,6011,looker,CC x Cuentas,nombre_campaña CONTIENE JM; solapa la ventana; SOLO las cuentas que el temario nombra,Base barrida,SUMA,exacto,"3289-JUNJDGAG, dos filas: 4726+1285"
V-65,resumen_ejecutivo_jm,cc_contactados,1878,looker,CC x Cuentas,idem V-64,Contactados,SUMA,exacto,1380+498
V-66,resumen_ejecutivo_jm,cc_contact_pct,31,looker,CC x Cuentas,idem V-64,Contactados/Base barrida,RATIO,exacto,"SEGUNDA CONFIRMACION INDEPENDIENTE de que cc_base es Base barrida: 1878/6011=31,2% redondea a 31% (publicado). Con Base enviada daria 1878/6673=28,1% -> 28%. El porcentaje no se deriva del otro numero publicado."
V-67,looker_estructura,-,-,looker,DIGITAL,-,F nombre_campaña,-,exacto,"looker/DIGITAL SI trae nombre de campaña, columna F. 565 filas contienen JM, 4004 no, suman 4569. Encabezados A-I: Id cuentas, Plataforma, Impresiones, Visualizaciones, Clics, nombre_campaña, eje, area, estado. J-S vacias."
V-68,ecv_encuentro,frecuencia,4,looker,-,San Cristobal 23/07,impresiones/alcance,RATIO,exacto,"190.805/47.232=4,04 -> 4 publicado. OPERACION CONFIRMADA: frecuencia es RATIO impresiones/alcance, redondeado"
V-69,ecv_encuentro,frecuencia,10,looker,-,Retiro 24/07,impresiones/alcance,RATIO,exacto,"378.880/36.694=10,33 -> 10 publicado. Segundo caso independiente"
V-70,resumen_ejecutivo_jm,imp_meta,716650,looker,DIGITAL x Cuentas,idem A-01,Impresiones,SUMA,aproximado,"da 679.647, 5,2% POR DEBAJO sobre foto anterior. CONSISTENTE con C-25: es el unico de los tres cuya direccion se explica por el tiempo."
V-71,agregado_semana_jm,ecv_inscriptos,2333,rdv,RVD JM-CM - ES,los 4 encuentros que el deck publica individualmente,Inscriptos,SUMA,exacto,"138 San Cristobal + 98 Retiro + 1344 Villa Urquiza (Primera Persona Pareto) + 753 Belgrano (ET Orden Publico). Villa Urquiza y Belgrano son los BARRIOS de Pareto y Orden Publico: los dos universos difieren en San Cristobal 23/07 (fuera) y Caballito 29/07 (dentro), uno de cada lado."
V-72,resumen_ejecutivo_jm,frecuencia,-,-,-,-,impresiones/alcance,RATIO_TRUNCADO,exacto,"SE TRUNCA, NO SE REDONDEA. Tres casos discriminantes: Orden y Seguridad 21,68 -> 21 (round daria 22); Trapitos 1,58 -> 1,5 (round 1,6); Alerta Naranja 1,59 -> 1,5 (round 1,6). San Cristobal 4,04 y Retiro 10,33 no discriminaban. Fuente: deck JM 19/06-26/06."
V-73,resumen_ejecutivo_jm,imp_total,10217782,deriva,-,imp_meta+imp_google+imp_prog,-,SUMA,exacto,"2.202.886+1.588.073+6.426.823. Tercera confirmacion del derivado, deck JM 19/06-26/06"
V-74,resumen_ejecutivo_gcba,gcba_imp_total,93615679,deriva,-,suma de las tres plataformas,-,SUMA,exacto,25.722.365+15.208.346+52.684.968. Cuarta confirmacion. Contenidos 88+86+97=271 tambien cierra
V-75,resumen_ejecutivo_jm_0708,mail_envios,10,digital,Directa Mail,Mail remitente=jorge.macri; ventana 31/07-07/08,-,CUENTA,exacto,"SEGUNDA CONFIRMACION INDEPENDIENTE DE R-15 MAIL, otro deck y otra semana. Deck JM 31/07-07/08. Sumas medidas menores (711.728 vs 920.190 entregados) en la direccion correcta: base del 06/08, deck hasta 07/08. Coherente con C-25."
V-76,campania_destacada,frecuencia,-,-,-,-,impresiones/alcance,RATIO_TRUNCADO,exacto,"DOS CASOS DISCRIMINANTES MAS, refuerza V-72. Nueva Pompeya 274.302/79.461=3,452 -> 3,4 (round daria 3,5). Desalojo N900 544.751/170.307=3,198 -> 3,1 (round daria 3,2). Cinco casos, todos truncan."
V-77,ecv_nueva_pompeya_3107,ecv_inscriptos,98,rdv,RVD JM-CM - ES,fecha=2026-07-31,Inscriptos,VALOR,exacto,"EVIDENCIA DIRECTA DE R-20. En el export del 31/07 la fila estaba en agenda con celdas vacias; en el del 06/08 esta Realizada con 98 insc y 12 asist, que es lo que publica el deck JM 31/07-07/08. La fila se completo despues."
V-78,ecv_caballito_2907,ecv_inscriptos,112,rdv,RVD JM-CM - ES,fecha=2026-07-29,Inscriptos,VALOR,exacto,"TERCERA FUENTE: ahora tambien el deck JM 31/07-07/08 lo publica (112 insc, 12 asist). Confirma V-46/V-47 y el retraso de un informe: fecha 29/07, publicado en el informe 31/07-07/08."
V-79,resumen_ejecutivo,imp_total,-,deriva,-,suma de las tres plataformas,-,SUMA,exacto,"QUINTA Y SEXTA CONFIRMACION, deck JM 31/07-07/08. JM 986.554+447.812+5.722.061=7.156.427 y 9+8+10=27. GCBA 25.322.966+12.820.121+55.232.547=93.375.634 y 90+77+105=272."
V-80,enc_caballito_2907,enc_impresiones,363386,digital,Digital 2026 acumulado + looker/DIGITAL,cuenta 3420-JULJDGGC (PRE) + campania POST,Impresiones,SUMA,exacto,"ENC_IMPRESIONES ES SUMA DE LAS DOS CAMPANIAS POR PLATAFORMA. Deck JM 31/07-07/08. PRE 11.731+12.061=23.792, POST 72.067+69.364+198.163=339.594, total 363.386 = publicado. Primera reproduccion exacta del total de una lamina de encuentro."
V-81,enc_nueva_pompeya_3107,enc_impresiones,274302,digital,Digital 2026 acumulado + looker/DIGITAL,cuenta 3389-JULJDGAG (PRE) + campania POST,Impresiones,SUMA,exacto,"SEGUNDA CONFIRMACION DE V-80. PRE 120.679+118.202=238.881 (= acumulado 31/07 de 3389, EXACTO) + POST 31.399+3.574+448=35.421 = 274.302 publicado."
V-82,enc_nueva_pompeya_3107,enc_clics,1072,digital,Digital 2026 acumulado,cuenta 3389-JULJDGAG,Clics,SUMA,exacto,"CLICS SOLO DEL BLOQUE PRE. 820+252=1.072 = clics del acumulado 31/07 de 3389, EXACTO. Caballito idem: 403+532=935. Retiro: 965+430 (PRE) + 29 (POST Meta, unico con clics) = 1.424 publicado, EXACTO."
V-83,enc_visualizaciones,enc_visualizaciones,215024,digital,looker/DIGITAL,cuentas del encuentro,Visualizaciones,SUMA,exacto,TRES CASOS: Caballito 10.150+59.390+145.484=215.024; N. Pompeya 4.170+2.751+307=7.228; Retiro 1.833+20+757=2.610. Las visualizaciones salen solo del bloque POST porque el PRE es campania de clics.
V-84,enc_ciudad_atractiva_2506,ecv_insc_dif,12,rdv,RVD JM-CM - ES,Figura=Jorge Macri; FECHA=2026-06-25 (Monserrat),Difusión,VALOR,exacto,"CIERRA P-5: EL TOKEN NO SE DEROGA. Deck JM 19/06-26/06 publica literal 'Difusión: 12 (1%)' en el iceberg de Ciudad Atractiva Eje Sur. La fila rdv trae Difusión=12. Valor directo, sin derivacion."
V-85,enc_ciudad_atractiva_2506,ecv_inscriptos,844,rdv,RVD JM-CM - ES,idem V-84,Inscriptos,VALOR,exacto,"MISMA LAMINA, IDENTIDAD COMPLETA: 399 mail + 136 cc + 47 ivr + 250 rrss + 12 dif = 844. Publicado Mail 399 exacto y Digital 250 = columna RRSS (tercera confirmacion de V-09/V-40)."
V-86,enc_primera_persona_2707,varios,-,reuniones,Agenda JM,ID=3289-JUNJDGAG,-,VALOR,exacto,"LA BASE NUEVA REPRODUCE EL ICEBERG ENTERO. Lamina 9 del deck JM 24-31/07, nueve campos exactos: Enviados 277.445, Entregados 273.530, Aperturas 54.621, Clics 1.899, Base total 5.387, Base discada 4.726, Contactados 1.380, Efectivos 1.181, Clics totales 19.182. Impresiones 4.656.054 vs 4.656.140 publicado (foto posterior, dif 86)."
V-87,enc_orden_publico_2807,ivr_*,-,reuniones,Agenda JM,ID=3387-JULJDGGC,-,VALOR,exacto,"BLOQUE IVR COMPLETO Y EXACTO. Lamina 11 del deck JM 24-31/07: Audiencia 78.637, Llamados realizados 78.637, Llamados atendidos 71.234, Escucharon +75% 27.599, Marque 1 256. Cinco de cinco. Es la primera vez que los ivr_* se miden contra una fuente, sin necesitar el export 19-26/06."
V-88,enc_san_cristobal_2307,enc_impresiones_pre,42500,reuniones,Agenda JM,ID=3354-JULJDGAG,Impresiones totales,VALOR,exacto,"EL BLOQUE PRE DEL DECK ESTA EN UNA SOLA FILA. Impresiones totales 42.500, Clics totales 1.274, Meta 25.099/778, Google 17.401/496, Alcance manual 1.412: identicos al deck y a Digital 2026 acumulado. N. Pompeya idem: 238.881 / 1.072 / Meta 120.679-820 / Programmatic 118.202-252."
V-89,resumen_ejecutivo_jm,cc_base,6011,looker,CC x Cuentas,ID Cuentas=3289-JUNJDGAG (dos filas),Base barrida,SUMA,exacto,"NO HAY CONTRADICCION CON V-86: SON DOS NIVELES DE AGREGACION DEL MISMO DECK. looker/CC tiene dos filas para 3289: (5.387 / 4.726 / 1.380 / 1.181) y (1.286 / 1.285 / 498 / 480). La lamina 9 (iceberg Primera Persona 27/07) publica la fila 1; la lamina 2 (resumen ejecutivo JM) publica la suma y la rotula '2 campanias de Call Center'. V-64, V-65, V-66 y V-86 son todos exactos y no se retractan."
V-90,embudo_call_center,cc_base_total / cc_base_discada / cc_contactados / cc_efectivos,-,looker,CC,ID Cuentas,Base enviada / Base barrida / Contactados / Efectivos,VALOR,exacto,"MAPEO DEL EMBUDO CONFIRMADO EN DOS CUENTAS. 3289 lamina 9: Base total 5.387 = Base enviada, Base discada 4.726 = Base barrida, Contactados 1.380, Efectivos 1.181. 3387 lamina 11: 8.255 / 7.232 / 1.901 / 1.514 = suma de DOS de las tres filas de la cuenta (8.000+255 / 6.977+255 / 1.785+116 / 1.414+100). Base total = Base enviada queda cerrado y completa C-17."
C-01,agregado_semana_jm,ecv_inscriptos,2307,rdv,RVD JM-CM - ES,ventana 24/07-30/07 (vie-jue),Inscriptos,SUMA,contradice,lo que publicó el motor; excluye San Cristóbal 23/07 e incluye Caballito 29/07
C-02,agregado_semana_jm,ecv_encuentros,4,rdv,RVD JM-CM - ES,idem C-01,-,CUENTA,contradice,"el deck publicado también dice 4, pero son otros cuatro: incluye San Cristóbal, no incluye Caballito"
C-03,agregado_semana_jm,ecv_barrios,"Belgrano, Caballito, Retiro, Villa Urquiza",rdv,RVD JM-CM - ES,idem C-01,Barrio,LISTA,contradice,"el deck publica San Cristóbal, Retiro, Villa Urquiza, Belgrano"
C-04,seleccion_de_encuentros,-,-,rdv,RVD JM-CM - ES,-,FECHA,-,contradice,"Caballito 29/07 se publica en el informe 31/07-06/08, no en el 24/07-31/07 donde cae su fecha. Segunda instancia del mismo patrón que San Cristóbal 23/07. La selección la hace el temario, con un informe de retraso."
C-05,m2_semana_0608,-,-,-,-,-,-,-,contradice,"la ventana de M2 (30/07-06/08) NO es la del informe (31/07-06/08, lámina 17). Dos ventanas en el mismo deck."
C-06,m2_semana_0608,-,-,m2,M2 periodo DIRECTA,-,-,-,contradice,"el panel del equipo pierde una fila: 1942-SEPEPHGC tiene 26737 (M2 | Pre) y 26738 (M2 | Post) y el panel muestra una. Misma pisada por Id Cuentas que Union.gs:143, en la planilla."
C-07,ministros_semana_0608,-,Quirós (06/08),rdv,RVD JM-CM - ES + RDV_otros_ministros,fecha=2026-08-06; C3 / San Cristóbal,funcionario,-,contradice,"ERROR PUBLICADO: el deck dice Quirós; las DOS solapas dicen Francisco Quintana, misma fecha y dirección. Son personas distintas."
C-08,ministros_semana_0608,-,-,rdv,RVD JM-CM - ES,ventana 31/07-06/08,estado_evento,-,contradice,"4 de los 8 encuentros publicados figuran 'en agenda' o 'Programado', no Realizada, al momento del deck"
C-09,ministros_semana_0608,-,-,rdv,RDV_otros_ministros,-,encabezados,-,contradice,encabezados corridos una columna respecto de los datos: el header dice Inscriptos donde el dato trae el estado. Confirmado empíricamente.
C-11,resumen_ejecutivo_jm,ivr_*,-,digital,Directa IVR,ventana 24/07-31/07,-,-,sin_datos,cero filas de IVR en la ventana; el bloque IVR es posterior a este deck y hay que validarlo contra una semana que lo publique
C-12,resumen_ejecutivo_jm,pauta_meta/google/prog,9/7/14,looker,DIGITAL x Cuentas,idem A-01,-,CUENTA,abierto,da 6/5/10. Un conteo no es acumulado: no se explica por la fecha del export. NO TRABA el cableado; queda como pregunta abierta
C-13,solapas,-,-,digital,Digital,-,-,-,contradice,"CONGELADA: 205 filas JM hasta diciembre 2025, cero datos de 2026. Debe ir a uso=ignorar"
C-14,solapas,-,-,digital,CAMPAÑAS_DESGLOCE_DIGITAL,-,-,-,contradice,"JM llega hasta 17/04/2026, tres meses antes del informe. Debe ir a uso=ignorar"
C-15,resumen_ejecutivo_jm,-,-,looker,CC x Cuentas,-,-,-,cerrado,"3387-JULJDGGC queda afuera POR TEMARIO (decisión del usuario 09/08). Tiene 3 filas con datos y fecha en ventana (barrida 7.954, contactados 2.169). Es R-17: el temario selecciona, los filtros acotan. El universo de cc_* no es todas las cuentas JM de la ventana."
C-16,resumen_ejecutivo,-,-,-,-,-,-,-,cerrado,LIMITE DE LA VALIDACION: las láminas 2 y 3 sólo existen en el deck del 31/07. El del 07/08 es SECCO y no tiene resumen ejecutivo. Toda la lámina descansa en una sola observación.
C-17,resumen_ejecutivo_jm,cc_base,-,looker,CC,-,-,-,cerrado,"CERRADO: es Base barrida, no Base enviada. Evidencia: dos numeros publicados del mismo deck (V-64 y V-66). Semantica coincide: discada=barrida (lo efectivamente marcado); enviada es la base cargada. Desbloquea la sexta fila de la Parte C de N1."
C-18,resumen_ejecutivo_jm,cc_base,-,-,-,-,-,-,cerrado,"LIMITE: el deck del 07/08 no publica ningun bloque de Call Center, asi que no hay segundo informe para este dato. Confirmado por dos numeros de un deck, no por dos decks."
C-19,looker_estructura,-,-,looker,DIGITAL x Cuentas,-,-,-,cerrado,"EL JOIN NO ES EVITABLE, pero por la ventana, no por JM. El corte JM (F) y el filtro estado (I) se resuelven en DIGITAL sin cruzar. Las fechas (fecha_inicio/fecha_fin) SOLO estan en Cuentas: DIGITAL no tiene ninguna columna temporal. Dos de tres criterios no necesitan join; el temporal si."
C-20,looker_estructura,-,-,looker,DIGITAL,-,I estado,-,cerrado,"estado vive en las DOS solapas: DIGITAL col I y Cuentas col G. En DIGITAL: Finalizada 3519, Activa 932, Cancelada 48, Pendiente 25, Pausada 23, vacio 22 (total 4569). Aplicar Activa deja fuera 3637 filas."
C-21,fixtures,-,-,-,-,-,-,-,cerrado,"SOLO DOS FIXTURES Y NINGUNO ARCHIVADO EN EL REPO. 31/07: Base Looker + Seguimiento Digital + RDV + M2 + deck JM 24-31/07 + deck SECCO 31/07. 06/08: Seguimiento Digital + RDV + M2 SIN Base Looker + deck SECCO 07/08. El del 06/08 no sirve para nada de looker. Viven en la maquina del usuario, sin versionar."
C-22,resumen_ejecutivo_jm,frecuencia,"11,9",looker,resumen_metricas_dinamico,ventana 24-31/07,L meta_frecuencia / M frecuencia_total,-,abierto,"L y M existen en resumen_metricas_dinamico (L=meta_frecuencia, M=frecuencia_total). NINGUNA reproduce 11,9: L suma 28,30 promedia 6,08; M suma 489,47 promedia 24,70; ratio sobre agregados 130,4 (con campaña generica) o 56,6 (sin). La operacion RATIO esta confirmada por V-68/V-69; lo que no cierra es el universo del total JM."
C-23,ecv_encuentro,enc_impresiones/enc_alcance,-,-,-,-,-,-,cerrado,"EL DECK PUBLICA POR ENCUENTRO Y SON DISTINTOS: San Cristobal 47.232 alcanzados / 190.805 impresiones; Retiro 36.694 / 378.880. Hace falta la rama por cuenta: es trabajo de codigo, no desaparece."
C-24,impresiones,-,-,looker,DIGITAL,-,-,-,contradice,"LAS PROPORCIONES NO SE MANTIENEN entre fotos. Contra A-01/A-03 (679.647/614.140/5.992.841): Meta x3,08, Google x2,72, Programmatic x4,24. prog/meta pasa de 8,8 a 12,2. Programmatic se movio solo: no es solo la base creciendo."
C-25,metodo,-,-,-,-,-,-,-,cerrado,"CRITERIO DE MONOTONIA. El fixture del 31/07 es ANTERIOR al deck: la lamina de San Cristobal dice 'Resultados parciales, fecha de fin 06/8' y el fixture trae 42.500 impresiones contra 190.805 publicadas. Entonces toda metrica ACUMULATIVA medida sobre el fixture debe ser MENOR O IGUAL que la publicada. Un valor MAYOR no se explica por el tiempo: es error de universo."
C-26,metodo,-,-,-,-,-,-,-,cerrado,"DOS TIPOS DE FUENTE, y solo en una tiene sentido decir exacto. INMUTABLES: un mail enviado tiene sus entregados fijos para siempre; rdv es un registro tipeado a mano. Ahi exacto significa algo (V-01..V-66). ACUMULATIVAS: looker suma impresiones todos los dias; exacto es imposible por construccion y lo que se valida es la REGLA, no el numero."
C-27,ecv_encuentro,enc_impresiones/enc_alcance,-,looker,ALCANCE / resumen_metricas_dinamico,San Cristobal 23/07 -> 3354-JULJDGAG,-,-,cerrado,"LA CUENTA ES LA CORRECTA: 3354 tiene fecha_fin 06/08, que es el 'Fecha de fin: 06/8' que imprime la lamina. Sus valores en el fixture (42.500 imp / 1.412 alcance) son mucho menores que los publicados (190.805 / 47.232) porque la campania seguia corriendo. Seguimiento Digital/Alcance dice lo mismo que looker/ALCANCE: 1412 y 17,775."
