caso_id,bloque,token_propuesto,valor_esperado,base,solapa,clave,columna,operacion,estado,nota
V-47,ecv_caballito_2907,ecv_asistentes,12,rdv,RVD JM-CM - ES,idem V-46,Asistentes,VALOR,exacto,ídem
V-48,ecv_caballito_2907,ecv_insc_digital,112,rdv,RVD JM-CM - ES,idem V-46,RRSS,VALOR,exacto,"100% RRSS: mail 0, cc 0, ivr 0"
C-04,seleccion_de_encuentros,-,-,rdv,RVD JM-CM - ES,-,FECHA,-,contradice,"Caballito 29/07 se publica en el informe 31/07-06/08, no en el 24/07-31/07 donde cae su fecha. Segunda instancia del mismo patrón que San Cristóbal 23/07. La selección la hace el temario, con un informe de retraso."
X-12,m2_semana_0608,m2_envios,20,digital,Directa Mail,Tipo de mail CONTIENE M2; ventana 30/07-06/08; excluye filas con Enviados=0,-,CUENTA,exacto,"REGLA NUEVA, decisión del usuario 09/08: el clasificador de M2 es Tipo de mail CONTIENE M2, no Eje. 20 de 20. NO es expresable en MARCADORES.filtro: parsearFiltro_ soporta = y != , no CONTIENE."
X-13,m2_semana_0608,m2_enviados,902703,digital,Directa Mail,idem X-12,Enviados,SUMA,deriva,"da 927.030; residuo 24.327 (2,7%). Conteo exacto, suma no. Afinado pendiente, no criterio."
X-14,m2_semana_0608,m2_entregados,893780,digital,Directa Mail,idem X-12,Entregados,SUMA,deriva,da 918.020
X-15,m2_semana_0608,m2_aperturas,262748,digital,Directa Mail,idem X-12,Aperturas,SUMA,deriva,da 265.970
C-05,m2_semana_0608,-,-,-,-,-,-,-,contradice,"la ventana de M2 (30/07-06/08) NO es la del informe (31/07-06/08, lámina 17). Dos ventanas en el mismo deck."
C-06,m2_semana_0608,-,-,m2,M2 periodo DIRECTA,-,-,-,contradice,"el panel del equipo pierde una fila: 1942-SEPEPHGC tiene 26737 (M2 | Pre) y 26738 (M2 | Post) y el panel muestra una. Misma pisada por Id Cuentas que Union.gs:143, en la planilla."
V-49,ministros_semana_0608,emin_encuentros,8,rdv,RVD JM-CM - ES + RDV_otros_ministros,unión de las dos solapas; ventana 31/07-06/08; excluye Figura=Jorge Macri,-,CUENTA,exacto,"REGLA VALIDADA: la cascada entre las dos solapas es necesaria. Sabor (03/08) está sólo en la ancla."
V-50,ministros_semana_0608,emin_inscriptos_szinny_0508,119,rdv,RDV_otros_ministros,funcionario=Sanchez Zinny; fecha=2026-08-05,Inscriptos,VALOR,exacto,"la ancla dice 'en agenda' y esta solapa 'Realizada' con datos: primer caso real de DISENO §5bis regla 5"
V-51,ministros_semana_0608,emin_asistentes_szinny_0508,43,rdv,RDV_otros_ministros,idem V-50,Asistentes,VALOR,exacto,
V-52,ministros_semana_0608,emin_inscriptos_szinny_0108,85,rdv,RDV_otros_ministros,funcionario=Sanchez Zinny; fecha=2026-08-01,Inscriptos,VALOR,exacto,
C-07,ministros_semana_0608,-,Quirós (06/08),rdv,RVD JM-CM - ES + RDV_otros_ministros,fecha=2026-08-06; C3 / San Cristóbal,funcionario,-,contradice,"ERROR PUBLICADO: el deck dice Quirós; las DOS solapas dicen Francisco Quintana, misma fecha y dirección. Son personas distintas."
C-08,ministros_semana_0608,-,-,rdv,RVD JM-CM - ES,ventana 31/07-06/08,estado_evento,-,contradice,"4 de los 8 encuentros publicados figuran 'en agenda' o 'Programado', no Realizada, al momento del deck"
C-09,ministros_semana_0608,-,-,rdv,RDV_otros_ministros,-,encabezados,-,contradice,"encabezados corridos una columna respecto de los datos: el header dice Inscriptos donde el dato trae el estado. Confirmado empíricamente."
V-53,resumen_ejecutivo_jm,mail_envios,8,digital,Directa Mail,Mail remitente=jorge.macri@buenosaires.gob.ar; ventana 24/07-31/07,-,CUENTA,exacto,"VERIFICA R-15 fila Mail contra valores publicados (antes sólo se había verificado la partición de filas, 07/08). Retira X-06..X-09."
V-54,resumen_ejecutivo_jm,mail_entregados,831604,digital,Directa Mail,idem V-53,Entregados,SUMA,exacto,
V-55,resumen_ejecutivo_jm,mail_aperturas,196573,digital,Directa Mail,idem V-53,Aperturas,SUMA,exacto,24% sobre entregados
V-56,resumen_ejecutivo_gcba,gcba_mail_envios,91,digital,Directa Mail,COMPLEMENTO de V-53 (todo lo que NO es jorge.macri) en la misma ventana,-,CUENTA,exacto,"complemento exacto: 8 JM + 91 GCBA = 99 filas de la ventana. Verifica R-15 consecuencia 1"
V-57,resumen_ejecutivo_gcba,gcba_mail_entregados,3477476,digital,Directa Mail,idem V-56,Entregados,SUMA,exacto,
V-58,resumen_ejecutivo_gcba,gcba_mail_aperturas,986057,digital,Directa Mail,idem V-56,Aperturas,SUMA,exacto,28% sobre entregados
V-59,resumen_ejecutivo_gcba,gcba_imp_total,116016433,deriva,-,gcba_imp_meta+gcba_imp_google+gcba_imp_prog,-,SUMA,exacto,26.263.598+10.218.896+79.533.939
V-60,resumen_ejecutivo_gcba,gcba_contenidos_total,263,deriva,-,suma de las tres de pauta,-,SUMA,exacto,73+87+103
V-61,resumen_ejecutivo_gcba,gcba_sms_envios,1,digital,Directa SMS,ventana 24/07-31/07,-,CUENTA,exacto,"sin corte por figura: R-15 ya declara que SMS no tiene columna y va entero a GCBA"
V-62,resumen_ejecutivo_gcba,gcba_sms_entregados,51706,digital,Directa SMS,idem V-61,Entregados,SUMA,exacto,
V-63,resumen_ejecutivo_gcba,gcba_sms_clics,1076,digital,Directa SMS,idem V-61,Clics,SUMA,exacto,2% sobre entregados
C-11,resumen_ejecutivo_jm,ivr_*,-,digital,Directa IVR,ventana 24/07-31/07,-,-,sin_datos,"cero filas de IVR en la ventana; el bloque IVR es posterior a este deck y hay que validarlo contra una semana que lo publique"
A-01,resumen_ejecutivo_jm,imp_meta,716650,looker,DIGITAL x Cuentas,nombre_campaña CONTIENE JM; estado=Activa; ventana solapa,Impresiones,SUMA,aproximado,"da 679.647 (-5,2%). Looker es acumulado de campaña y el deck se armó en otro momento. Decisión del usuario 09/08: se cablea igual."
A-02,resumen_ejecutivo_jm,imp_google,531403,looker,DIGITAL x Cuentas,idem A-01; Plataforma=Google ads,Impresiones,SUMA,aproximado,"da 614.140 (+15,6%)"
A-03,resumen_ejecutivo_jm,imp_prog,5194898,looker,DIGITAL x Cuentas,idem A-01; Plataforma=DV360,Impresiones,SUMA,aproximado,"da 5.992.841 (+15,4%). DV360 es la única tercera plataforma de la solapa: imp_prog=DV360 queda confirmado por los datos"
C-12,resumen_ejecutivo_jm,pauta_meta/google/prog,"9/7/14",looker,DIGITAL x Cuentas,idem A-01,-,CUENTA,abierto,"da 6/5/10. Un conteo no es acumulado: no se explica por la fecha del export. NO TRABA el cableado; queda como pregunta abierta"
C-13,solapas,-,-,digital,Digital,-,-,-,contradice,"CONGELADA: 205 filas JM hasta diciembre 2025, cero datos de 2026. Debe ir a uso=ignorar"
C-14,solapas,-,-,digital,CAMPAÑAS_DESGLOCE_DIGITAL,-,-,-,contradice,"JM llega hasta 17/04/2026, tres meses antes del informe. Debe ir a uso=ignorar"
V-64,resumen_ejecutivo_jm,cc_base,6011,looker,CC x Cuentas,nombre_campaña CONTIENE JM; solapa la ventana; SOLO las cuentas que el temario nombra,Base barrida,SUMA,exacto,"3289-JUNJDGAG, dos filas: 4726+1285"
V-65,resumen_ejecutivo_jm,cc_contactados,1878,looker,CC x Cuentas,idem V-64,Contactados,SUMA,exacto,1380+498
C-15,resumen_ejecutivo_jm,-,-,looker,CC x Cuentas,-,-,-,cerrado,"3387-JULJDGGC queda afuera POR TEMARIO (decisión del usuario 09/08). Tiene 3 filas con datos y fecha en ventana (barrida 7.954, contactados 2.169). Es R-17: el temario selecciona, los filtros acotan. El universo de cc_* no es todas las cuentas JM de la ventana."
C-16,resumen_ejecutivo,-,-,-,-,-,-,-,cerrado,"LIMITE DE LA VALIDACION: las láminas 2 y 3 sólo existen en el deck del 31/07. El del 07/08 es SECCO y no tiene resumen ejecutivo. Toda la lámina descansa en una sola observación."
V-66,resumen_ejecutivo_jm,cc_contact_pct,31,looker,CC x Cuentas,idem V-64,Contactados/Base barrida,RATIO,exacto,"SEGUNDA CONFIRMACION INDEPENDIENTE de que cc_base es Base barrida: 1878/6011=31,2% redondea a 31% (publicado). Con Base enviada daria 1878/6673=28,1% -> 28%. El porcentaje no se deriva del otro numero publicado."
C-17,resumen_ejecutivo_jm,cc_base,-,looker,CC,-,-,-,cerrado,"CERRADO: es Base barrida, no Base enviada. Evidencia: dos numeros publicados del mismo deck (V-64 y V-66). Semantica coincide: discada=barrida (lo efectivamente marcado); enviada es la base cargada. Desbloquea la sexta fila de la Parte C de N1."
C-18,resumen_ejecutivo_jm,cc_base,-,-,-,-,-,-,cerrado,"LIMITE: el deck del 07/08 no publica ningun bloque de Call Center, asi que no hay segundo informe para este dato. Confirmado por dos numeros de un deck, no por dos decks."
V-67,looker_estructura,-,-,looker,DIGITAL,-,F nombre_campaña,-,exacto,"looker/DIGITAL SI trae nombre de campaña, columna F. 565 filas contienen JM, 4004 no, suman 4569. Encabezados A-I: Id cuentas, Plataforma, Impresiones, Visualizaciones, Clics, nombre_campaña, eje, area, estado. J-S vacias."
C-19,looker_estructura,-,-,looker,DIGITAL x Cuentas,-,-,-,cerrado,"EL JOIN NO ES EVITABLE, pero por la ventana, no por JM. El corte JM (F) y el filtro estado (I) se resuelven en DIGITAL sin cruzar. Las fechas (fecha_inicio/fecha_fin) SOLO estan en Cuentas: DIGITAL no tiene ninguna columna temporal. Dos de tres criterios no necesitan join; el temporal si."
C-20,looker_estructura,-,-,looker,DIGITAL,-,I estado,-,cerrado,"estado vive en las DOS solapas: DIGITAL col I y Cuentas col G. En DIGITAL: Finalizada 3519, Activa 932, Cancelada 48, Pendiente 25, Pausada 23, vacio 22 (total 4569). Aplicar Activa deja fuera 3637 filas."
A-04,resumen_ejecutivo_jm,imp_prog,-,looker,DIGITAL,Plataforma,Impresiones,SUMA,corrige,"NO SON TRES PLATAFORMAS SINO SEIS sobre toda la solapa: Meta 1680, DV360 1513, Google ads 1294, TikTok 51, Mercado Libre 19, Twitter 12. A-03 midio sobre una ventana donde las tres chicas no aparecian. Por decision del usuario 09/08 las sueltas entran a Programmatic: imp_prog = Plataforma != Meta AND != Google ads, NO = DV360. Cableado como =DV360 pierde 82 filas en silencio."
X-16,resumen_ejecutivo_jm,pauta_meta/google/prog,"9/7/14",looker,DIGITAL x Cuentas,-,-,CUENTA,abierto,"CUATRO UNIDADES DESCARTADAS, ninguna da 9/7/14: filas JM+ventana+Activa 6/5/10; filas JM+ventana todos los estados 12/12/18; cuentas distintas Activa 6/5/6; cuentas distintas todos los estados 9/8/9. Meta acierta en la ultima, Google queda a 1 y DV360 a 5. Que una plataforma acierte y dos no en la misma unidad es evidencia de que el conteo NO sale de esta solapa. Los 14 de DV360 caen entre 9 cuentas distintas y 18 filas: no es ninguna."
V-68,ecv_encuentro,frecuencia,4,looker,-,San Cristobal 23/07,impresiones/alcance,RATIO,exacto,"190.805/47.232=4,04 -> 4 publicado. OPERACION CONFIRMADA: frecuencia es RATIO impresiones/alcance, redondeado"
V-69,ecv_encuentro,frecuencia,10,looker,-,Retiro 24/07,impresiones/alcance,RATIO,exacto,"378.880/36.694=10,33 -> 10 publicado. Segundo caso independiente"
C-21,fixtures,-,-,-,-,-,-,-,cerrado,"SOLO DOS FIXTURES Y NINGUNO ARCHIVADO EN EL REPO. 31/07: Base Looker + Seguimiento Digital + RDV + M2 + deck JM 24-31/07 + deck SECCO 31/07. 06/08: Seguimiento Digital + RDV + M2 SIN Base Looker + deck SECCO 07/08. El del 06/08 no sirve para nada de looker. Viven en la maquina del usuario, sin versionar."
C-22,resumen_ejecutivo_jm,frecuencia,"11,9",looker,resumen_metricas_dinamico,ventana 24-31/07,L meta_frecuencia / M frecuencia_total,-,abierto,"L y M existen en resumen_metricas_dinamico (L=meta_frecuencia, M=frecuencia_total). NINGUNA reproduce 11,9: L suma 28,30 promedia 6,08; M suma 489,47 promedia 24,70; ratio sobre agregados 130,4 (con campaña generica) o 56,6 (sin). La operacion RATIO esta confirmada por V-68/V-69; lo que no cierra es el universo del total JM."
A-05,resumen_ejecutivo,alcance,-,-,-,-,-,-,cerrado,"EL RESUMEN EJECUTIVO NO PUBLICA ALCANCE, ni lamina 2 ni lamina 3. Solo aparece por encuentro y en laminas de campaña. Por encuentro es un valor de una fila, sin agregacion: la pregunta de si se suma no se plantea ahi."
C-23,ecv_encuentro,enc_impresiones/enc_alcance,-,-,-,-,-,-,cerrado,"EL DECK PUBLICA POR ENCUENTRO Y SON DISTINTOS: San Cristobal 47.232 alcanzados / 190.805 impresiones; Retiro 36.694 / 378.880. Hace falta la rama por cuenta: es trabajo de codigo, no desaparece."
X-17,resumen_ejecutivo_jm,pauta_meta/google/prog,"9/7/14",-,-,-,-,CUENTA,abierto,"NO REPROBADO: el conteo nuevo 16/14/21 salio de una base de 4.904 filas y el fixture del 31/07 tiene 4.569. Reprobar con la ventana nueva sobre la foto vieja mezcla dos cosas. Hace falta el export nuevo de Base Looker."
C-24,impresiones,-,-,looker,DIGITAL,-,-,-,contradice,"LAS PROPORCIONES NO SE MANTIENEN entre fotos. Contra A-01/A-03 (679.647/614.140/5.992.841): Meta x3,08, Google x2,72, Programmatic x4,24. prog/meta pasa de 8,8 a 12,2. Programmatic se movio solo: no es solo la base creciendo."
C-25,metodo,-,-,-,-,-,-,-,cerrado,"CRITERIO DE MONOTONIA. El fixture del 31/07 es ANTERIOR al deck: la lamina de San Cristobal dice 'Resultados parciales, fecha de fin 06/8' y el fixture trae 42.500 impresiones contra 190.805 publicadas. Entonces toda metrica ACUMULATIVA medida sobre el fixture debe ser MENOR O IGUAL que la publicada. Un valor MAYOR no se explica por el tiempo: es error de universo."
C-26,metodo,-,-,-,-,-,-,-,cerrado,"DOS TIPOS DE FUENTE, y solo en una tiene sentido decir exacto. INMUTABLES: un mail enviado tiene sus entregados fijos para siempre; rdv es un registro tipeado a mano. Ahi exacto significa algo (V-01..V-66). ACUMULATIVAS: looker suma impresiones todos los dias; exacto es imposible por construccion y lo que se valida es la REGLA, no el numero."
A-06,resumen_ejecutivo_jm,imp_google,531403,looker,DIGITAL x Cuentas,idem A-01,Impresiones,SUMA,contradice,"CORRIGE A-02. Da 614.140 sobre un fixture ANTERIOR al deck: 15,6% POR ENCIMA de lo publicado. Por C-25 eso no se explica por el desfasaje. El universo incluye filas que no corresponden."
A-07,resumen_ejecutivo_jm,imp_prog,5194898,looker,DIGITAL x Cuentas,idem A-01,Impresiones,SUMA,contradice,"CORRIGE A-03. Da 5.992.841, 15,4% POR ENCIMA sobre foto anterior. Mismo diagnostico que A-06: universo demasiado ancho, no desfasaje."
V-70,resumen_ejecutivo_jm,imp_meta,716650,looker,DIGITAL x Cuentas,idem A-01,Impresiones,SUMA,aproximado,"da 679.647, 5,2% POR DEBAJO sobre foto anterior. CONSISTENTE con C-25: es el unico de los tres cuya direccion se explica por el tiempo."
C-27,ecv_encuentro,enc_impresiones/enc_alcance,-,looker,ALCANCE / resumen_metricas_dinamico,San Cristobal 23/07 -> 3354-JULJDGAG,-,-,cerrado,"LA CUENTA ES LA CORRECTA: 3354 tiene fecha_fin 06/08, que es el 'Fecha de fin: 06/8' que imprime la lamina. Sus valores en el fixture (42.500 imp / 1.412 alcance) son mucho menores que los publicados (190.805 / 47.232) porque la campania seguia corriendo. Seguimiento Digital/Alcance dice lo mismo que looker/ALCANCE: 1412 y 17,775."
C-28,agregado_semana_jm,ecv_inscriptos,-,rdv,RVD JM-CM - ES,-,-,SUMA,retractado,"V-38 a V-45 SE RETRACTAN. 2445 no salio de ningun deck: lo midio la rama de validacion leyendo rdv con el rango 23/07-31/07, elegido a mano. Es la UNION de los dos universos (5 encuentros), no uno de ellos. Deck=2333 (4 enc), motor=2307 (4 enc), V-38=2445 (5). Nadie publico 2445."
V-71,agregado_semana_jm,ecv_inscriptos,2333,rdv,RVD JM-CM - ES,los 4 encuentros que el deck publica individualmente,Inscriptos,SUMA,exacto,"138 San Cristobal + 98 Retiro + 1344 Villa Urquiza (Primera Persona Pareto) + 753 Belgrano (ET Orden Publico). Villa Urquiza y Belgrano son los BARRIOS de Pareto y Orden Publico: los dos universos difieren en San Cristobal 23/07 (fuera) y Caballito 29/07 (dentro), uno de cada lado."
C-29,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"EL DECK jm PUBLICADO NO TIENE LAMINA AGREGADA. Ninguna de sus 30 laminas trae INSCRIPTOS, ENCUENTROS ni Barrios impactados; solo los individuales por encuentro. La pregunta de si agregado e individuales comparten universo no se plantea en jm."
C-30,agregado_semana_secco,-,-,-,-,-,-,-,cerrado,"SECCO SI TIENE AGREGADO Y USA UN TERCER UNIVERSO, declarado por escrito en su lamina 5: 'ultimo trimestre, periodo de reuniones mas reciente de JM' + 'Exclusion de encuentros 1 a 1'. Ademas segmenta por tipo: L7 agrega RdV+Encuentro Tematico, L8 solo Primera Persona. NO ES DECISION FIJA: la opcion va por informe, y el eje no es solo ventana-o-temario sino ventana + exclusion por tipo + segmentacion por tipo."
V-72,resumen_ejecutivo_jm,frecuencia,-,-,-,-,impresiones/alcance,RATIO_TRUNCADO,exacto,"SE TRUNCA, NO SE REDONDEA. Tres casos discriminantes: Orden y Seguridad 21,68 -> 21 (round daria 22); Trapitos 1,58 -> 1,5 (round 1,6); Alerta Naranja 1,59 -> 1,5 (round 1,6). San Cristobal 4,04 y Retiro 10,33 no discriminaban. Fuente: deck JM 19/06-26/06."
V-73,resumen_ejecutivo_jm,imp_total,10217782,deriva,-,imp_meta+imp_google+imp_prog,-,SUMA,exacto,"2.202.886+1.588.073+6.426.823. Tercera confirmacion del derivado, deck JM 19/06-26/06"
V-74,resumen_ejecutivo_gcba,gcba_imp_total,93615679,deriva,-,suma de las tres plataformas,-,SUMA,exacto,"25.722.365+15.208.346+52.684.968. Cuarta confirmacion. Contenidos 88+86+97=271 tambien cierra"
C-31,resumen_ejecutivo_jm,ivr_*,-,-,-,-,-,-,cerrado,"EL BLOQUE IVR DEL RESUMEN EXISTE Y ES CONDICIONAL. El deck JM 19/06-26/06 publica '2 campanias de IVR / Llamados realizados 54.869 / Atendidos 51.030 (93%)'. El del 31/07 NO lo tiene. Aparece cuando hay datos. Los ivr_* no son invalidables: faltan las bases de esa semana."
C-32,resumen_ejecutivo_jm,ivr_campanias,2,-,-,-,-,CUENTA,abierto,"MISMO SINTOMA QUE pauta_*: los 54.869 llamados y 51.030 atendidos del resumen son IDENTICOS a los de la lamina 7 (Ciudad Atractiva Eje Sur, un solo encuentro), pero el resumen dice 2 campanias. Conteo y suma no encajan. Cuarto caso del patron."
C-33,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"SEGUNDO DECK jm SIN LAMINA AGREGADA. El de 19/06-26/06 (27 laminas) tiene resumen ejecutivo JM y GCBA, encuentros individuales, M2, campanias destacadas y RRSS, y NINGUN total de inscriptos/encuentros/barrios. Dos de dos: la lamina 5 de JM_marcada no corresponde a nada que el equipo publique en jm. Refuerza C-29."
C-34,comunicaciones_post,-,-,-,-,-,-,-,cerrado,"EL RETRASO DE UN INFORME ESTA PUBLICADO COMO TABLA. Laminas 9 y 10 del deck 19/06-26/06: nueve campanias de encuentros del 01/06 al 18/06 reportadas en el informe del 19-26/06, cada una con su propia columna Periodo (ej. ECVs Boedo 12/06, periodo 17/06 al 27/06). Confirma C-04 sin inferencia."
C-35,plantilla,-,-,-,-,-,-,-,cerrado,"ANTECEDENTES ES UN BLOQUE DE CONTENIDO, NO UNA NOTA SUELTA. El texto que estaba como nota del orador en SECCO_marcada lamina 8 (Seguridad Eje Oeste 14/03, Movilidad Eje Sur 26/03) es el CUERPO de la lamina 7 del deck JM 19/06-26/06. Es comentario escrito a mano que aparece en las laminas de tematica. Las notas ya se borraron por decision del usuario; el bloque existe igual y la plantilla lo necesita."
V-75,resumen_ejecutivo_jm_0708,mail_envios,10,digital,Directa Mail,Mail remitente=jorge.macri; ventana 31/07-07/08,-,CUENTA,exacto,"SEGUNDA CONFIRMACION INDEPENDIENTE DE R-15 MAIL, otro deck y otra semana. Deck JM 31/07-07/08. Sumas medidas menores (711.728 vs 920.190 entregados) en la direccion correcta: base del 06/08, deck hasta 07/08. Coherente con C-25."
A-08,campania_destacada,alcance,-,-,-,-,Alcance,VALOR_DE_META,exacto,"CONTESTA A-05: EL ALCANCE NO SE SUMA, SE TOMA EL DE META. Laminas 18 y 26 del deck JM 31/07-07/08: Meta reporta Alcance, Google y Programmatic muestran guion, y la fila TOTALES repite el de Meta (170.307 y 466.223). Por eso frecuencia mezcla impresiones de tres plataformas con alcance de una."
V-76,campania_destacada,frecuencia,-,-,-,-,impresiones/alcance,RATIO_TRUNCADO,exacto,"DOS CASOS DISCRIMINANTES MAS, refuerza V-72. Nueva Pompeya 274.302/79.461=3,452 -> 3,4 (round daria 3,5). Desalojo N900 544.751/170.307=3,198 -> 3,1 (round daria 3,2). Cinco casos, todos truncan."
V-77,ecv_nueva_pompeya_3107,ecv_inscriptos,98,rdv,RVD JM-CM - ES,fecha=2026-07-31,Inscriptos,VALOR,exacto,"EVIDENCIA DIRECTA DE R-20. En el export del 31/07 la fila estaba en agenda con celdas vacias; en el del 06/08 esta Realizada con 98 insc y 12 asist, que es lo que publica el deck JM 31/07-07/08. La fila se completo despues."
V-78,ecv_caballito_2907,ecv_inscriptos,112,rdv,RVD JM-CM - ES,fecha=2026-07-29,Inscriptos,VALOR,exacto,"TERCERA FUENTE: ahora tambien el deck JM 31/07-07/08 lo publica (112 insc, 12 asist). Confirma V-46/V-47 y el retraso de un informe: fecha 29/07, publicado en el informe 31/07-07/08."
C-36,m2_semana_0608,-,-,digital,Directa Mail,-,-,-,cerrado,"LOS DOS DECKS DE LA MISMA SEMANA PUBLICAN M2 DISTINTO Y EL ORDEN ES MONOTONO CRECIENTE: deck SECCO 20 envios/902.703 < base 06/08 22/927.030 < deck JM 23/1.048.638. NO son universos distintos: son tres fotos. El SECCO se armo antes del 06/08 y el JM despues. Mejor confirmacion de C-25 hasta ahora."
C-37,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"TERCER DECK jm SIN LAMINA AGREGADA (31 laminas, 31/07-07/08). Tres de tres. Refuerza C-29 y C-33: los 28 tokens ecv_* de la lamina 5 de JM_marcada no reproducen nada que el equipo publique en jm."
C-38,resumen_ejecutivo,-,-,-,-,-,-,-,cerrado,"BLOQUES CONDICIONALES CONFIRMADO. Deck JM 31/07-07/08: el resumen JM NO tiene Call Center, ni IVR, ni SMS (solo mail y digital); GCBA tiene Call Center y SMS pero no IVR. Deck 19/06: JM tiene IVR. Los bloques aparecen segun haya datos. Refuerza C-31."
V-79,resumen_ejecutivo,imp_total,-,deriva,-,suma de las tres plataformas,-,SUMA,exacto,"QUINTA Y SEXTA CONFIRMACION, deck JM 31/07-07/08. JM 986.554+447.812+5.722.061=7.156.427 y 9+8+10=27. GCBA 25.322.966+12.820.121+55.232.547=93.375.634 y 90+77+105=272."
